ID,Size,OG,FG,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,ABV
54,11.36,1.085,1.013,47.5,10.89,17.03,90,1.057,70,1.5,9.55
32,20.82,19.5626,2.12283,12.97,4.78,20.82,30,19.6,80,1.5,9.55
13,4.5,1.105,1.032,57.54,50,6,90,1.078,100,3,9.55
132,41.64,1.099,1.026,105.18,50,49.21,90,1.083,70,1.5,9.55
168,20.82,1.093,1.02,38.07,19.46,27.44,60,1.071,75,1.33,9.55
56,20.82,1.093,1.02,115.56,7.86,28.39,60,1.068,75,1.75,9.55
132,20,1.093,1.021,74.44,50,24,60,1.078,62,2.7,9.55
21,22.71,1.097,1.024,30.99,26.97,34.07,90,1.056,88,1.5,9.55
63,20.82,1.095,1.022,58.69,17.39,29.9,120,1.066,65,1.25,9.56
86,20,1.101,1.028,106.14,9.46,24,60,1.084,75,3,9.56
63,20,23.3111,6.34867,0,10.02,27,60,17.6,78,2.9,9.56
129,20.82,1.092,1.019,72.45,41.03,29.56,120,1.065,70,1.25,9.56
21,11.3,1.082,1.01,37.04,19.64,19.4,180,1.044,68,3.8,9.56
86,20.82,1.09,1.017,98.38,11.55,23.66,60,1.07,72,1.25,9.56
56,12.3,1.08,1.012,90.72,6.08,15.14,90,1.057,80,1.31,9.56
85,18.93,1.104,1.031,32.45,22.19,24.61,60,1.056,55,1.5,9.56
87,21,1.095,1.022,72.83,39.51,25,90,1.08,80,3,9.56
26,22.71,1.091,1.018,25.37,5.46,28.39,90,1.073,70,1.33,9.56
87,18.93,1.101,1.028,47.77,37.68,22.71,60,1.084,65,1.5,9.56
168,39.75,1.101,1.028,28.72,20.27,49.21,90,1.081,68,1.5,9.56
172,20.82,1.095,1.023,52.27,10.19,28.39,60,1.07,70,1.5,9.56
7,107.88,1.098,1.025,81.9,7.64,124.92,60,1.085,75,1.3,9.56
9,25,1.1,1.027,0,14.28,30,90,1.083,75,4.5,9.56
56,22.71,1.084,1.011,89.04,4.9,29.34,90,1.065,71,1.2,9.57
132,19.87,1.099,1.026,33.29,50,26.5,60,1.074,72,1.5,9.57
30,880.11,1.096,1.023,29.34,8.61,938.78,90,1.09,65,1.25,9.57
86,22.71,1.09,1.017,84.35,12.08,24.61,60,1.083,75,1.5,9.57
26,30,1.082,1.009,20.82,5.41,35,60,1.07,75,4,9.57
23,18.93,1.083,1.01,40.14,4.89,26.5,60,1.059,62,1.5,9.57
23,18.93,1.092,1.019,25.64,12.6,28.39,60,1.061,60,1.5,9.57
36,18.93,1.096,1.023,0,15.73,19.87,90,1.087,60,1.25,9.57
7,22.7,1.088,1.015,126,5.76,28,60,1.071,70,2.9,9.57
87,20.82,1.102,1.029,75.29,50,28.39,60,1.075,65,1.5,9.57
132,20,1.097,1.024,64.59,50,23,90,1.085,65,3,9.57
86,21.77,1.082,1.009,134.95,4.65,35.96,90,1.045,70,1.2,9.57
132,20.82,1.097,1.024,98.84,50,28.39,60,1.071,70,1.5,9.58
56,22.71,1.09,1.017,243.46,6.37,30.28,90,1.068,70,1.5,9.58
5,41.64,1.102,1.029,125.11,25.35,49.21,60,1.086,70,1,9.58
25,20.82,1.094,1.021,41.32,7.49,28.39,90,1.069,65,1.5,9.58
86,19.87,1.084,1.016,77.45,10.65,23.66,60,1.071,75,1.25,9.58
86,20.82,1.089,1.016,63.24,4.66,24.61,60,1.076,70,1.5,9.58
87,18.93,1.097,1.024,83.91,50,22.71,60,1.081,65,1.5,9.58
86,22.71,1.088,1.015,140.85,7.16,30.28,60,1.066,70,1.5,9.58
86,5,1.092,1.019,122.74,9.95,8,45,1.057,70,3,9.58
168,45.42,1.093,1.02,25.49,16.73,50.16,60,1.084,60,1.25,9.58
129,20.82,1.097,1.024,29.85,37.14,28.39,60,1.071,73,1.5,9.58
19,46,1.101,1.028,38.51,37.53,56,60,1.062,67,2.5,9.58
87,20,1.101,1.028,41.85,37.8,28,90,1.072,65,2.5,9.58
86,20.82,1.09,1.017,129,5.12,28.39,60,1.066,85,1.25,9.58
86,21,1.101,1.028,97.27,10.3,24.4,90,1.087,75,3,9.59
132,15.14,1.107,1.034,43.56,50,23.96,60,1.068,73,1.25,9.59
63,22.71,1.091,1.018,70.73,18.5,39.75,210,1.052,75,1.25,9.59
23,41.64,1.094,1.021,31.37,4.97,47.32,60,1.083,74,1.5,9.59
86,18.93,1.097,1.024,102.37,8.58,26.5,60,1.07,70,1.5,9.59
87,40,1.096,1.022,73.01,44.02,45,60,1.085,70,2.9,9.59
86,23,1.095,1.022,84.81,10.33,28,90,1.078,75,2.5,9.59
86,20.82,1.088,1.015,165.63,37.65,28.39,75,1.064,70,2,9.59
86,18.93,1.093,1.02,68.92,18.65,31.19,60,1.056,70,1.2,9.59
87,41.64,1.1,1.027,98.37,38.04,53,60,1.079,85,0.75,9.59
56,20.82,1.093,1.02,93.12,6.56,26.5,60,1.073,65,1.25,9.59
7,20.82,1.094,1.021,110.29,10.16,28.39,90,1.069,70,1.5,9.59
132,20.82,1.095,1.022,95.92,41.92,26.5,90,1.074,70,1.25,9.59
87,22.71,1.097,1.024,78.44,50,26.5,60,1.083,83,1.5,9.59
21,20.82,1.091,1.018,43.8,31.99,26.5,60,1.061,75,1.5,9.59
21,28,20.5966,3.1967,34.96,19.26,30,60,13.6,90,2.8,9.6
5,20.82,1.098,1.025,125.9,15.05,28.39,120,1.072,60,1.5,9.6
132,20.82,1.096,1.023,67.7,50,24.61,60,1.081,68,1.25,9.6
132,20.82,1.096,1.023,67.7,50,24.61,60,1.081,68,1.25,9.6
132,41.64,1.095,1.022,42.62,38.19,49.21,90,1.08,70,1.5,9.6
171,20.82,1.087,1.014,33.09,17.19,28.39,90,1.041,60,1,9.6
6,18.93,1.1,1.027,45.77,28.65,26.5,70,1.072,70,1,9.6
86,25,1.094,1.021,102.85,13.14,33,90,1.071,70,3,9.6
132,20,1.095,1.021,84.6,32.58,23,60,1.082,70,3,9.6
132,10,1.09,1.017,0,50,15,90,1.06,73,3,9.6
5,20.82,1.095,1.022,99.23,10.9,28.39,120,1.07,70,1.5,9.6
47,22.71,1.097,1.024,30.07,7.79,28.39,60,1.078,75,1.5,9.6
5,19.87,1.09,1.017,100.33,13.18,26.5,60,1.068,60,2.81,9.6
21,20.82,1.084,1.011,23.26,31.12,28.39,60,1.062,70,1.3,9.6
168,20.82,1.107,1.034,28.12,20.2,28.39,60,1.078,75,1.5,9.6
18,18.93,1.098,1.025,68.4,9.17,28.39,75,1.065,70,1.25,9.6
19,20.82,1.086,1.013,51.73,40.01,28.39,90,1.063,53,1.5,9.6
86,37.85,1.088,1.015,156.54,13.4,47.32,90,1.071,80,1.25,9.6
21,20.82,1.086,1.013,30.42,25.43,22.71,60,1.057,70,1.25,9.61
23,18.93,1.089,1.016,34.1,3.54,26.5,60,1.064,85,1.5,9.61
7,20.82,1.095,1.021,174.5,11.27,28.39,90,1.069,70,1.5,9.61
86,32.18,1.096,1.023,138.05,9.98,37.48,75,1.082,70,1.25,9.61
5,420,1.094,1.021,59.08,6.87,550,90,1.072,83,3.5,9.61
21,21,1.086,1.018,28.37,35.26,28.5,90,1.063,65,5,9.61
5,20.82,1.095,1.022,99.17,10.96,28.39,120,1.07,70,1.1,9.61
5,46,1.098,1.024,84.72,14.13,52,70,1.086,70,3,9.61
87,21,1.089,1.016,63.3,40.66,27.5,60,1.068,80,3.5,9.61
26,20.82,1.092,1.018,22,6.63,28.39,75,1.067,76,1.4,9.61
56,45.42,1.089,1.016,79.51,6.62,56.78,60,1.072,75,1.25,9.61
174,15.14,1.096,1.022,22.49,23.4,22.71,120,1.064,68,1.25,9.61
132,20.82,23.267,6.18264,112.58,38.25,26.5,90,18.6,75,1.25,9.62
87,20.82,1.095,1.021,107.14,50,25.55,60,1.077,70,1.5,9.62
86,16.5,1.092,1.019,111.74,6,23.2,90,1.066,68,3.8,9.62
13,21.77,1.108,1.035,0,15.4,28.39,150,1.083,75,2,9.62
132,40,1.111,1.037,71.43,50,50,120,1.089,72,2.6,9.62
134,20.82,1.088,1.015,35.83,8.57,28.39,60,1.064,75,1.5,9.62
132,15.14,1.112,1.038,78.13,50,22.71,60,1.074,85,1.5,9.62
87,20.82,1.096,1.023,0,50,28.39,90,1.07,75,1.1,9.62
56,20.82,1.1,1.027,57.48,5.37,24.61,60,1.085,80,1.5,9.62
72,20.82,1.1,1.027,92.81,50,26.5,60,1.079,65,1.5,9.62
86,20.82,1.096,1.023,66.82,5.53,26.5,60,1.075,70,1.5,9.63
86,18.93,1.098,1.024,135.71,10.96,24.61,60,1.075,70,1.3,9.63
132,30.28,1.102,1.029,51.4,40,35.96,60,1.086,70,1.5,9.63
21,20.82,1.088,1.021,27.49,21.83,26.5,60,1.069,71,1.25,9.63
86,37.85,1.089,1.021,107.65,9.12,39.75,60,1.084,85,1.25,9.63
56,45.42,1.092,1.019,121.17,9.47,49.21,60,1.085,80,1.2,9.63
39,22.71,1.098,1.024,0,21.83,28.39,60,1.075,75,1.5,9.63
111,3.79,1.098,1.024,115.19,22.74,7.57,90,1.049,35,1.5,9.63
86,19,1.09,1.016,96.17,9.91,25,60,1.068,63,2,9.63
120,18.93,1.098,1.024,144.85,40,28.39,75,1.065,70,1.5,9.64
54,37.85,1.098,1.024,24.36,18.74,45.42,60,1.082,80,1.5,9.64
6,18.93,1.098,1.024,38.6,27.65,28.39,60,1.065,80,20,9.64
87,18.93,1.107,1.033,32.55,50,24.61,60,1.082,70,1.5,9.64
160,20.82,1.103,1.03,31.36,17.66,28.39,60,1.076,70,1.5,9.64
132,41.64,1.097,1.024,59.66,50,53,90,1.076,75,1.3,9.64
11,20.82,1.096,1.022,63.7,47.69,28.39,60,1.07,70,1.33,9.64
132,5,1.102,1.029,66.48,50,8,90,1.064,66.5,2.7,9.64
21,50,1.089,1.015,32.94,21.95,59,90,1.075,84,3,9.64
86,22.71,1.087,1.013,288.29,8.29,34.07,90,1.058,65,1.25,9.64
23,20.82,1.09,1.023,24.89,9.04,26.5,60,1.071,75,1.4,9.65
86,22.71,1.098,1.025,253.6,6.49,34.07,90,1.065,70,1.25,9.65
161,11.36,1.098,1.025,0,4.29,11.36,60,1.098,80,1.25,9.65
132,29,1.084,1.016,44.71,42.15,32,60,1.077,51,3.1,9.65
132,18.93,1.096,1.022,131.31,50,26.5,60,1.068,70,1,9.65
12,25,1.098,1.025,20.92,50,28,60,1.088,75,1.5,9.65
87,15.14,1.098,1.024,93.96,47.81,22.71,60,1.065,70,1.5,9.65
21,21.77,1.093,1.02,32.79,19.53,30.28,90,1.067,75,1.5,9.65
87,68.14,1.091,1.017,81.56,46.19,71.92,60,1.086,75,1.5,9.65
111,19.87,1.104,1.03,116.66,40,29.34,90,1.07,75,1.5,9.65
132,20,1.089,1.015,57.34,42.85,24,60,1.074,70,3,9.65
21,18,1.083,1.01,28.53,20.78,26,70,1.057,70,4,9.65
56,19.87,1.09,1.017,82.85,9.5,28.39,120,1.063,64,1.3,9.65
132,22.71,1.1,1.026,70.95,45.46,28.39,60,1.08,72,1.5,9.65
63,41.64,1.102,1.028,48.59,9.41,49.21,60,1.086,70,1.5,9.66
26,25,1.085,1.011,12.46,5.89,32,90,1.066,75,1.5,9.66
19,56.78,1.087,1.013,32.08,32.47,68.14,90,1.072,75,1.25,9.66
5,20.82,1.1,1.026,145.08,11.83,24.61,75,1.084,70,2,9.66
87,12,1.095,1.022,83.04,50,13,60,1.088,57,2,9.66
151,11.36,1.095,1.022,154.93,9.14,15.14,60,1.072,65,1.4,9.66
132,22.71,1.093,1.019,82.42,33.61,28.39,60,1.074,75,1.5,9.66
116,20.82,1.097,1.023,44.41,37.34,28.39,60,1.071,85,1.25,9.67
26,22.71,1.084,1.01,13.56,6.65,30.28,90,1.063,68,1.3,9.67
43,20.82,1.097,1.024,33.16,6.6,28.39,60,1.071,70,1,9.67
50,18.93,1.095,1.021,62.05,4.98,24.61,60,1.073,70,1.2,9.67
86,20.82,1.1,1.026,113.93,10.8,28.39,90,1.073,70,1.25,9.67
87,13.25,1.096,1.022,74.47,38.17,19.31,60,1.066,77,1.5,9.67
87,38,1.092,1.018,81.01,44.61,48.5,60,1.072,75,2.85,9.67
132,55,1.091,1.017,62.86,31.02,60,60,1.083,70,2.5,9.67
138,18.93,1.095,1.022,26.46,36.52,26.5,90,1.068,90,1.5,9.67
87,19,1.089,1.015,66.05,39.83,24,60,1.07,80,3.5,9.67
56,20.82,1.091,1.017,312.18,6.7,28.39,90,1.067,72,1.5,9.67
7,41.64,1.094,1.021,0,7.36,46.18,60,1.085,75,1.5,9.67
5,20.82,1.093,1.019,100.44,16.16,24.61,60,1.078,75,1.5,9.67
26,20.82,1.087,1.014,41.54,10.13,26.5,60,1.069,55,1.5,9.67
23,20.82,1.086,1.012,26.18,4.31,24.61,60,1.073,75,1.6,9.67
132,21.77,1.092,1.018,117.61,39.2,28.39,90,1.07,65,1.25,9.68
114,20.82,1.109,1.035,85.52,50,28.39,60,1.074,70,1.25,9.68
26,56.78,1.091,1.017,28.47,5.26,70.03,80,1.074,70,1.5,9.68
86,21,1.098,1.025,100.56,12.29,28.5,60,1.072,75,3,9.68
86,20.82,1.097,1.023,83.35,6.96,28.39,60,1.071,80,1.5,9.68
87,13.8,1.096,1.03,76.57,49.1,15.5,60,1.086,60,1.77,9.68
56,25,1.089,1.015,136.96,6.93,31,90,1.072,70,3,9.68
86,18.93,1.1,1.026,125.85,12.96,28.39,60,1.067,70,1.5,9.69
21,20.82,1.093,1.019,48.78,50,24.61,60,1.074,65,1.3,9.69
54,24.61,1.095,1.021,27.37,16.5,34.07,120,1.068,70,1.25,9.69
26,20.82,1.093,1.019,31.68,4.31,26.5,90,1.073,75,1.25,9.69
87,41.64,1.098,1.025,74.07,43.62,43.53,60,1.094,72,1.35,9.69
23,20.82,1.09,1.016,42.32,5.01,28.39,60,1.066,70,1.2,9.69
86,22.71,1.094,1.02,152.88,8.9,32.18,60,1.055,72,2,9.69
134,41.64,1.092,1.019,55.13,7.64,45.42,30,1.085,77,1.5,9.69
148,11.36,1.1,1.027,114.82,48.23,15.14,60,1.075,65,1.4,9.69
86,40,1.09,1.016,98.52,7.9,50,70,1.072,70,2,9.69
87,18.2,1.098,1.025,75.65,50,23.5,60,1.076,60,2.9,9.69
132,10,1.09,1.016,63.94,50,13,60,1.069,80,3.5,9.69
176,59.05,1.082,1.008,46.43,40,83.28,90,1.058,73,1.5,9.7
175,37.85,1.099,1.025,36.1,4.98,44.4,60,1.084,85,1.2,9.7
21,22.71,1.093,1.019,31.06,27.29,30.28,90,1.069,70,1.25,9.7
86,43.53,1.097,1.024,113.57,12.06,51.1,90,1.083,68,1.25,9.7
21,45.42,1.093,1.019,28.76,19.37,56.78,60,1.074,72,1.5,9.7
12,41.64,1.094,1.02,65.33,46.91,47.32,60,1.083,81,1.25,9.7
63,20.82,1.1,1.026,56.02,14.17,28.39,120,1.073,73.5,1.11,9.7
174,18.93,1.096,1.022,54.87,21.63,24.61,90,1.074,70,1.5,9.7
39,41.64,1.091,1.017,46.05,4.7,47.32,60,1.08,70,1.5,9.7
26,40,1.09,1.016,9.8,4.82,45,60,1.08,75,3,9.7
54,20.82,1.099,1.025,30.61,19.34,28.39,60,1.072,70,1.5,9.7
132,45,1.1,1.026,78.22,40,50,60,1.09,61,3,9.71
5,10.41,1.092,1.018,106.77,15.44,22.71,90,1.042,50,2.5,9.71
39,5.5,1.099,1.025,0,18.8,6.5,60,1.083,50,2.5,9.71
13,20.82,1.109,1.035,43.27,9.35,28.39,60,1.08,70,1.5,9.71
86,37.85,1.092,1.018,213.94,6.79,51.1,90,1.068,75,1.3,9.71
26,45.42,1.089,1.015,0,4.4,53.94,90,1.075,75,1.25,9.71
63,20.82,1.1,1.026,96.72,15.24,30.28,120,1.069,60,1,9.71
26,20.82,1.091,1.017,39.51,4.56,28.39,90,1.067,75,1.5,9.71
62,20.8,1.099,1.025,14.56,15.67,28.4,60,1.072,70,3.1,9.72
21,20.82,1.097,1.023,24.38,18.57,24.61,60,1.082,80,1.5,9.72
21,20.82,22.5132,5.13355,49.8,25.28,24.61,80,19.3,75,1.5,9.72
87,18.93,1.098,1.024,64.25,50,24,90,1.077,78,3,9.72
136,41.64,1.099,1.025,0,15.09,51.1,60,1.08,70,1.5,9.72
63,12.3,1.094,1.027,58.76,11.02,28.39,180,1.041,75,1.31,9.72
26,10,1.083,1.009,76.05,7.73,13,60,1.064,65,3,9.72
21,18.93,1.096,1.021,55.87,41.63,30.28,90,1.06,70,1.4,9.72
87,21,1.098,1.024,46.13,45.98,28.5,90,1.072,72,3,9.72
12,9.46,1.095,1.02,128.29,31.12,13.1,90,1.068,70,1.5,9.72
34,20.82,1.104,1.03,90.63,39.13,28.39,60,1.076,70,2,9.72
87,20.82,1.1,1.026,53.95,42.12,26.5,90,1.079,73,1.5,9.73
132,20.82,1.114,1.039,43.86,42.7,26.5,60,1.089,70,1.5,9.73
160,18.93,1.099,1.025,34.32,18.83,28.39,60,1.06,70,1.5,9.73
162,20.82,1.096,1.022,97.73,50,28.39,120,1.071,70,1.5,9.73
23,26.5,1.09,1.016,37.78,5.38,34.07,90,1.07,70,1.6,9.73
63,21,1.105,1.031,42.92,18.46,27,120,1.082,70,5,9.73
87,19.87,1.096,1.022,77.14,50,26.5,90,1.072,75,1.5,9.73
87,20,1.099,1.025,68.4,40.68,25,60,1.079,70,2.6,9.73
26,14,1.09,1.016,24.19,5.22,20,60,1.063,70,4,9.73
43,22.71,1.092,1.018,64.54,21.75,28.39,60,1.074,70,1,9.74
26,22.71,1.093,1.019,45.1,4.16,32.18,90,1.054,70,1.5,9.74
132,5,1.103,1.029,80.6,40,7,75,1.074,70,3,9.74
87,25,1.103,1.029,83.6,50,25,60,1.103,70,3.5,9.74
25,19.87,1.096,1.022,20.76,20.34,25.55,90,1.075,65,1.5,9.74
39,20.82,1.096,1.022,55.69,20.09,28.39,120,1.066,78,1.5,9.74
151,18.93,1.096,1.022,69.48,8.97,24.61,60,1.074,70,1.25,9.74
21,30.28,1.096,1.022,30.41,20.17,35.96,60,1.071,70,1.15,9.74
87,22.71,1.099,1.024,94.67,36.02,26.5,60,1.085,65,1.5,9.74
87,18.93,1.099,1.025,83.22,44.65,26.5,60,1.071,70,1.4,9.74
132,1173.48,1.092,1.017,65.59,40,1290.83,75,1.083,78,1.5,9.75
21,20.82,1.099,1.025,0,16.01,28.39,90,1.073,65,1.5,9.75
56,42,1.095,1.021,100.55,17.93,48,60,1.083,70,3,9.75
132,20.82,1.098,1.023,55.46,50,28.39,90,1.072,65,1.33,9.75
26,1900,1.092,1.018,20.48,9.97,2200,60,1.08,78,3,9.75
90,7,1.093,1.018,920.05,13.59,28.5,90,1,35,3,9.75
87,19.87,1.099,1.025,56.27,50,24.61,60,1.08,73,1.25,9.76
86,18.93,1.106,1.031,202.97,10.98,28.39,60,1.07,70,1.25,9.76
87,19.87,1.099,1.025,56.27,50,24.61,60,1.08,73,1.25,9.76
63,20,1.097,1.023,68.65,18.42,25,60,1.078,80,2.8,9.76
5,7.57,1.103,1.029,66.19,9.58,10.41,120,1.075,70,1.25,9.76
56,24.61,1.092,1.024,103.06,10.6,32.18,90,1.061,82,1.5,9.76
134,20.82,1.09,1.016,20.83,39.01,28.39,60,1.066,80,1.25,9.76
63,20.82,1.097,1.023,64.53,20.76,28.39,60,1.071,63,1.5,9.76
40,18.93,1.09,1.015,33.75,5.38,24.61,90,1.069,75,1.5,9.76
19,46,1.095,1.021,25.02,47.35,54,60,1.08,78,2.5,9.76
168,10.22,1.096,1.022,36.33,17.35,14.01,60,1.07,71,1.25,9.77
54,11.36,1.102,1.028,100.21,21.32,15.14,75,1.077,75,1,9.77
21,20.82,1.099,1.025,28.58,22.51,28.39,60,1.073,70,1.5,9.77
21,20.82,1.1,1.025,36.78,21.73,26.5,60,1.078,70,1.5,9.77
149,37.85,1.098,1.023,89.11,11.49,37.85,60,1.098,75,1.5,9.77
56,45.42,1.088,1.019,145.19,6.68,53,60,1.067,85,1.25,9.78
21,34.07,1.096,1.021,50.19,35.62,45.42,90,1.072,70,2,9.78
116,20.82,1.104,1.029,41.2,19.53,24.61,90,1.088,51,1.5,9.78
171,20.82,1.099,1.024,37.72,19.53,28.39,90,1.073,65,2,9.78
129,20.82,1.099,1.024,29.64,41.35,28.39,90,1.073,73,1.5,9.78
11,18.93,1.107,1.032,69.09,50,23.66,60,1.085,75,1.6,9.78
87,19,25.6015,8.50502,95.51,50,25,90,18.3,75,3.1,9.79
21,20.82,1.098,1.023,64.07,19.4,28.39,60,1.072,70,1.5,9.79
87,18,1.094,1.019,69.44,44.82,24.4,60,1.069,67,2.4,9.79
86,11,1.086,1.017,87.41,6.9,14,60,1.068,81,2.8,9.79
134,8,1.083,1.008,33.77,8.2,9,60,1.074,60,2.5,9.79
87,18.93,1.098,1.023,86.18,50,24.61,60,1.075,65,1.25,9.79
21,25,1.099,1.025,22.02,23.17,28.5,90,1.087,65,3,9.79
26,359.61,1.099,1.025,28.27,6.29,416.4,60,1.086,68,1.5,9.79
25,20.82,1.094,1.019,30.71,22.11,28.39,60,1.069,70,1.5,9.79
43,41.64,1.092,1.017,32.23,17.26,45.42,75,1.084,78,1.2,9.8
21,23,1.105,1.031,29.87,20.79,30,60,1.081,70,2.5,9.8
132,25,1.093,1.018,78.17,50,34,90,1.068,65,2,9.8
87,20.82,1.097,1.022,94.21,46.06,28.39,60,1.071,75,1.5,9.8
7,37.85,1.09,1.015,140.81,7.25,45.42,60,1.075,80,1.5,9.8
22,3.79,1.107,1.032,21.91,21.15,5.68,60,1.071,72,1.5,9.8
21,50,1.095,1.02,38.05,35.77,50,90,1.095,80,3,9.8
21,24,1.092,1.017,23.15,20.48,28.5,60,1.077,70,2.7,9.8
23,20.82,1.087,1.012,40.28,3.31,28.39,60,1.064,72,1.5,9.8
26,18.93,1.085,1.01,20,6.47,22.71,60,1.071,70,1.5,9.8
87,18.93,1.108,1.033,50.05,50,22.71,60,1.09,72,1.33,9.8
9,44,1.097,1.022,54.32,50,54,60,1.079,75,2.5,9.8
87,10,1.092,1.018,62.42,50,12.5,90,1.074,75,3,9.81
132,18.93,1.097,1.022,69.14,41.89,26.5,90,1.069,70,1.11,9.81
132,41.64,1.091,1.016,74.51,47.55,49.21,60,1.077,68,1.3,9.81
132,35,1.09,1.015,39.51,50,50,60,1.063,70,3,9.81
63,20.82,1.1,1.025,50.17,19.09,30.28,90,1.069,70,1.5,9.81
21,20.82,1.086,1.011,55.92,31.87,28.39,90,1.063,66,1.5,9.81
23,23,1.086,1.011,29.22,5.51,28,60,1.057,75,3.22,9.81
132,20.82,1.099,1.025,83.72,50,26.5,90,1.078,70,1.33,9.81
132,17,1.111,1.036,72.32,43.05,21,60,1.09,59.5,2.5,9.81
9,3,1.1,1.025,0,50,3,60,1.1,35,4,9.81
86,3.79,1.1,1.025,121.88,8.72,11.36,90,1.033,75,1.5,9.82
39,18.93,1.088,1.013,79.82,40,18.93,60,1.088,70,1.5,9.82
21,18.93,1.098,1.024,16.06,46.07,24.61,60,1.076,76,1.5,9.82
25,20.82,1.093,1.018,93.29,14.57,28.39,60,1.068,70,1.5,9.82
87,19.87,1.096,1.021,109.14,50,24.61,60,1.078,65,1.33,9.82
119,3.79,1.1,1.025,15.09,4.5,4.73,30,1.08,95,1.25,9.82
87,22,1.109,1.034,0,50,28.5,60,1.084,70,3,9.82
25,20.82,1.093,1.018,115.74,14.57,28.39,60,1.068,70,1.5,9.82
87,18.93,1.105,1.03,82.73,50,27.63,90,1.072,70,1.25,9.82
86,20.82,1.08,1.01,97.12,6.5,26.5,90,1.053,64,1.5,9.82
129,20.82,1.087,1.012,87.77,28.53,24.61,60,1.07,70,1.5,9.82
63,20.82,1.1,1.025,84.72,18.37,26.5,60,1.078,60,1.25,9.83
5,20.82,1.091,1.023,120.79,11.14,26.5,60,1.072,75,1.3,9.83
86,20.82,1.093,1.018,0,7.94,27.86,60,1.069,75,1.5,9.83
21,416.4,1.093,1.018,27.5,29.02,422.07,60,1.092,68,1.25,9.83
9,3066.18,22.366,4.76099,66.49,7.66,2763.35,60,24.6,85,1.07,9.83
87,18.93,1.1,1.025,106.1,50,22.71,60,1.083,65,1.25,9.83
132,20.82,23.807,6.39657,97.23,50,28.39,90,17.8,71,1.3,9.83
173,20.82,1.081,1.006,35.89,11,26.5,60,1.064,75,1.25,9.83
19,1050,1.092,1.017,47.28,44.86,1100,90,1.083,65,6.3,9.83
21,8,1.092,1.017,80.47,50,15,90,1.049,68,3.1,9.84
34,18.93,1.099,1.024,53.38,27.95,26.5,65,1.071,65,1.5,9.84
7,18.93,1.098,1.023,359.27,7.2,29.34,90,1.054,70,1.5,9.84
132,43,1.1,1.025,51.1,42.15,44,60,1.098,65,3,9.84
87,20,1.092,1.017,55.9,50,24,60,1.07,75,2.2,9.84
26,17.03,1.089,1.014,31.4,4.7,20.82,60,1.073,80,1.5,9.84
23,41.64,1.089,1.014,38.45,9.42,51.1,60,1.072,70,1.5,9.84
7,22.71,1.093,1.018,84.35,5.74,26.5,60,1.08,70,1.25,9.84
7,20.82,1.092,1.017,114.98,10.81,34.07,90,1.056,62,1.3,9.84
87,25,1.099,1.024,64.14,34.96,33,120,1.075,78.5,3,9.84
26,15,1.084,1.009,28.48,6,20,90,1.063,80,3,9.84
12,20.82,1.095,1.02,39.86,40.47,28.39,60,1.07,75,1.5,9.84
132,20.82,1.1,1.025,113.82,50,29.15,60,1.071,59,1.2,9.85
86,18.93,1.107,1.032,156.57,20.71,28.39,60,1.071,70,1.25,9.85
86,18.93,1.09,1.015,126.86,9.29,28.39,60,1.06,70,1.5,9.85
63,20.82,1.103,1.028,58.46,16.91,26.5,90,1.081,80,1.5,9.85
161,23,1.076,1.001,0,3.61,23,0,1.076,35,3,9.85
54,340.69,1.09,1.015,27.49,21.75,416.4,60,1.074,70,1.5,9.85
87,39.75,1.096,1.021,78.65,50,53,120,1.062,56,1.5,9.85
87,56,1.091,1.016,129.58,48.93,67,60,1.076,80,2.5,9.86
63,18.93,1.101,1.026,66.05,15.12,28.39,60,1.067,75,1.79,9.86
5,20,1.093,1.018,151.14,16.35,28,90,1.066,50,2.31,9.86
86,20.82,1.087,1.012,87.14,6.87,28.39,60,1.064,70,1.32,9.86
172,25,1.102,1.027,41.46,16.3,33,60,1.078,75,3,9.86
5,18.93,1.1,1.025,0,16.33,26.5,60,1.062,70,1.5,9.86
21,1173.48,1.098,1.023,27.12,23.55,1173.48,90,1.098,84,1.5,9.86
170,50,1.09,1.015,28.03,6.74,55,60,1.082,75,3,9.86
7,14,1.094,1.019,59.57,15.36,20,60,1.066,70,3.1,9.86
5,15,1.098,1.023,87.93,16.81,20,90,1.074,75,3,9.87
132,20.82,1.098,1.023,90.05,48.96,28.39,90,1.072,70,1.5,9.87
9,18.93,1.099,1.023,131.96,41.91,24.61,60,1.076,75,1.3,9.87
87,22,1.1,1.025,133.02,47.39,30,120,1.074,66,3,9.87
107,3.79,1.106,1.031,39.54,32.18,6.06,90,1.066,75,1.5,9.88
87,45.42,1.097,1.022,82.02,48.48,53,60,1.083,75,1.25,9.88
86,37.85,1.102,1.026,64.81,11.26,49.21,90,1.078,75,1.3,9.88
21,22.71,1.092,1.017,20.97,23.02,32.18,90,1.065,75,1.5,9.88
132,22.71,1.1,1.025,97.54,35.35,28.39,100,1.08,70,1.5,9.88
132,5.68,1.101,1.026,96.95,46.98,11.36,105,1.049,70,1.5,9.88
86,20,1.11,1.035,87.49,8.3,25,90,1.088,80,3,9.88
87,1760.22,1.097,1.021,65.06,50,1877.56,75,1.091,70,1,9.88
21,12,1.089,1.014,22.55,33.15,18,90,1.047,73,3,9.88
