Size,OG,FG,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,PitchRate,PrimaryTemp,ABV,IBU
20.82,1.044,1.011,40.1,28.39,60,1.032,75,1.5,0.5,20,4.34,41.97
20.82,1.074,1.018,43.64,28.39,60,1.052,70,1.5,1.25,21.11,7.42,32.06
45.42,1.047,1.01,4.25,53,60,1.04,70,1.2,0.35,19.44,4.91,18.01
20.82,1.103,1.017,31.02,30.28,90,1.071,70,1.5,2,20,11.34,21.6
22,1.051,1.007,3.57,27,90,1.042,72,3.1,0.35,24,5.75,11.57
41.64,1.06,1.009,5.71,56.78,60,1.044,70,1.5,0.35,20,6.65,22.84
24.61,1.104,1.027,12.22,46.37,228,1.055,75,1.5,1.25,26.67,11.24,40.23
18.93,1.051,1.006,9.56,19.87,15,1.043,100,1.25,0.35,18.89,5.87,0
23,1.086,1.017,5.38,30.6,60,1.065,75,3.1,1,22,9.05,25.51
20.82,1.092,1.016,6.94,26.5,60,1.072,65,1.5,0.75,18.89,9.96,102.83
12,1.06,1.014,19.06,15,90,1.048,75,3,0.5,19,5.93,18.69
18.93,1.065,1.016,37.97,23.85,90,1.048,70,1.5,0.35,22.22,6.41,53.09
47,13.8981,3.72112,6.66,60,60,11,73,3,0.75,20,5.49,47.24
22.71,1.048,1.011,3.18,26.5,120,1.041,72,1.9,1,15.56,4.91,29.96
22,9.96974,2.82435,13.65,25.5,60,8.6,85,6,0.35,19,3.79,16.08
21,1.072,1.02,9.6,28.5,60,1.053,70,3,0.35,20,6.83,46.11
20.82,1.071,1.019,38.27,23.47,60,1.063,78,1.5,1,21.11,6.85,55.07
62,1.053,1.014,35.22,75,60,1.044,74,3,0.75,19,5.19,32.16
20,1.075,1.015,3.78,28,75,1.043,70,4,0.35,22,8.34,60.12
40,1.047,1.011,5.49,42,60,1.045,70,2.5,0.75,15,4.79,23.36
20.82,1.075,1.019,9.52,26.5,60,1.059,65,1.5,1,21.11,7.33,67.83
20.82,1.055,1.012,3.61,26.5,60,1.044,75,1.5,1.5,12.78,5.65,37.46
26.5,1.05,1.013,7.68,32.18,60,1.041,70,1.25,0.35,18.33,4.83,20.07
23,1.057,1.013,6.93,28,60,1.047,82,3,0.35,17,5.76,34.89
20.82,1.052,1.009,6.3,32.18,90,1.034,75,1.64,0.5,21.67,5.66,34.71
20.82,1.048,1.011,4.12,29.34,90,1.034,78,1.45,0.75,20,4.84,11.33
20.82,1.055,1.012,27.47,28.39,60,1.041,69,1.5,1.5,18.89,5.73,22.84
20.82,1.092,1.02,30.53,30.28,90,1.063,65,1.5,1.25,20,9.38,34.15
20.82,1.185,1.041,5.89,22.71,20,1.17,75,1.25,1.25,23.89,18.97,0
18.93,1.054,1.01,11.69,25.44,60,1.04,70,1.5,0.75,20,5.81,45.35
18.93,1.049,1.011,5.08,19.87,60,1.046,55,1.5,0.35,18.33,4.9,34.81
17.03,1.047,1.011,3.58,20.82,60,1.038,75,1.33,0.75,18.33,4.71,14.81
37.85,1.056,1.016,6.49,41.64,60,1.051,65,1.1,0.35,20,5.23,49.05
20.82,1.056,1.013,6.24,28.39,60,1.041,75,1.5,1,20,5.58,68.85
28,1.055,1.016,3.74,31,60,1.05,70,3,2,3,5.2,17.11
20.82,1.057,1.014,6.66,22.71,60,1.052,63,1.33,0.35,21.11,5.58,81.07
20.82,1.077,1.016,10.06,28.39,60,1.057,66,1.5,1,20,8.05,97.36
46,1.068,1.01,16.89,53,90,1.054,82,5,1.25,24,7.58,24.79
20,1.066,1.018,15.77,22,60,1.06,70,3,0.5,19,6.25,22.16
21,1.047,1.009,5.79,28.5,60,1.035,75,3,0.75,19,4.94,62.64
60.57,1.072,1.012,8.61,79.49,60,1.055,75,1.3,1,18.89,7.8,57.18
24.61,1.062,1.018,37.35,32.18,90,1.047,77,1.5,1,20,5.77,83.17
475,1.05,1.01,5.29,490,60,1.049,75,2.5,0.35,20,5.33,47.33
98.42,1.11,1.034,50,115.46,240,1.094,63.5,1.35,1,19.44,11.32,59.05
24.61,1.07,1.016,5.33,30.28,90,1.057,72,1.56,1.25,19.44,7.15,106.43
20.82,1.063,1.012,3.93,28.39,60,1.046,70,1.5,1,20,6.72,95.08
25,1.045,1.007,7.95,35,60,1.032,72,3,1.25,16,4.89,35.47
20.82,1.058,1.016,3.57,28.39,60,1.042,70,1.25,0.5,21.11,5.46,60.08
20,1.063,1.022,37.86,26,60,1.049,74,2.5,0.75,20,5.39,33.34
100,1.069,1.013,24.61,125,90,1.056,70,3,0.75,19,7.46,57.74
7.57,1.068,1.011,7.97,12.49,60,1.041,70,1.5,0.35,18.89,7.4,66.01
20,1.043,1.011,5.78,24,60,1.036,70,3,0.75,17,4.14,27.08
42,1.047,1.01,5.89,52,60,1.038,77,2,1.5,16,4.79,32.73
46,1.049,1.015,8.77,52,60,1.043,80,3,0.75,20,4.44,22.92
20.82,1.034,1.008,7.32,28.39,60,1.025,63,1.25,1.25,18.89,3.39,27.28
20.82,1.051,1.012,3.42,28.39,60,1.037,75,1.75,0.35,23.89,5.14,13.32
45.42,1.097,1.02,17.79,54.77,60,1.08,65,1,1,20,10.05,59.26
41.64,1.055,1.013,31.28,51.1,75,1.045,70,1.5,0.75,18.89,5.46,31.25
18.93,1.057,1.011,5.53,28.39,75,1.038,70,1.5,0.35,20,6.06,49.49
24,1.049,1.011,3.38,28.5,90,1.042,75,4,1,15,4.98,30.9
18.93,1.075,1.015,5.73,26.5,90,1.054,70,1.5,1,20,7.84,36.74
20.82,1.071,1.008,3.91,24.61,60,1.053,65,1.4,1,21.11,8.32,42.86
20.82,1.14,1.033,50,24.61,30,1.119,65,1.5,1.25,20,16.75,45.44
13.25,1.062,1.012,5.76,22.71,75,1.036,65,1.25,0.75,21.11,6.52,44.2
8,1.043,1.008,14.58,9.3,75,1.037,75,2.6,0.35,23,4.49,24.1
20.82,1.053,1.014,5.74,24.61,60,1.041,70,1.25,0.5,18.89,5.09,18.33
41.64,1.066,1.017,8.73,33.12,70,1.083,70,1.25,1.25,18.33,6.5,16.27
37.85,1.056,1.015,4.27,45.42,60,1.047,74,1.25,2,12.78,5.34,22.51
41.64,1.077,1.019,13.45,47.7,75,1.067,80,1.5,0.5,7.78,7.54,62.79
56.78,1.062,1.019,27.45,68.14,60,1.051,70,1.25,0.75,18.89,5.58,19.72
20.8,1.074,1.009,4.63,28.4,60,1.054,80,2.5,0.75,26.4,8.6,29.04
20.82,1.074,1.017,15.27,26.5,60,1.052,70,1.4,0.35,19.17,7.49,55.73
13.25,1.03,1.007,2.73,18.93,60,1.021,60,1.5,0.35,10,2.98,12.96
45.42,1.065,1.011,7.11,60.57,90,1.049,70,1.33,1,18.89,7.14,58.71
20.82,1.082,1.02,4.96,32.18,60,1.053,75,1.25,0.35,20,8.14,80.08
20.82,1.064,1.015,9.89,24.98,60,1.053,72.5,1.5,0.75,18.33,6.48,69.81
18.93,1.052,1.012,3.76,28.39,90,1.034,70,1.5,0.35,17.22,5.24,24.9
20.82,1.057,1.016,4.26,30.28,90,1.039,90,1.75,1.5,10.56,5.37,35.91
22.71,1.082,1.021,43.6,32.18,90,1.058,88,1.3,0.75,18.89,8,64.5
19,1.051,1.011,10.48,24.3,60,1.04,70,3.5,0.35,18,5.19,83.82
21.77,1.063,1.014,5.7,28.39,60,1.048,70,1.5,1,17.22,6.35,31.83
10.41,1.057,1.01,4.22,15.14,60,1.039,70,1.5,0.5,20,6.2,63.87
21.2,1.068,1.018,7.51,28.39,60,1.051,72,1.25,0.5,20,6.64,85.58
37.85,1.048,1.006,4.41,39.75,60,1.032,80,1.5,0.5,15.56,5.53,17.31
37.85,1.066,1.019,22.69,53,75,1.047,75,1.2,0.5,20,6.2,35.94
43.53,1.063,1.016,17.27,51.1,60,1.054,77,1.5,0.75,18.33,6.15,34.71
20.82,1.063,1.015,5.98,28.39,60,1.046,68,1.5,0.5,21.11,6.32,87.7
20,1.057,1.013,6.79,28.5,60,1.04,76,3.1,0.5,19,5.74,65.67
19.5,1.051,1.013,30.02,23,60,1.043,62.5,2.75,1.25,19,4.99,30.68
11.36,1.063,1.015,32.51,15.52,60,1.046,75,1.5,0.75,17.78,6.34,38.47
20.82,1.068,1.017,4.25,28.39,60,1.05,75,1.75,0.35,20,6.75,86.38
105,1.073,1.013,11.13,130,85,1.051,75,3,0.75,21,7.89,19.68
43.53,1.06,1.01,5.4,49.21,60,1.053,70,1.33,0.35,22.22,6.62,52.9
22.71,1.069,1.017,8.36,34.07,90,1.046,73,1.75,1,-6.67,6.75,59.55
475,1.047,1.009,5.28,490,60,1.046,75,2.5,0.35,20,5.03,16.16
18.93,1.07,1.02,10.21,25.55,90,1.051,70,1.5,0.75,18.89,6.5,45.03
26.5,1.061,1.011,4.73,30.28,90,1.053,78,1.6,1,21.11,6.58,32.29
40.13,1.036,1.005,2.55,28.01,60,1.052,68,1.5,0.35,18.33,4.05,10.78
20,1.059,1.012,4.43,24,60,1.049,70,3,0.35,20,6.22,44.13
20.82,1.056,1.015,12.13,28.39,60,1.041,75,1.25,0.5,18.33,5.43,37.86
18.93,1.056,1.014,7.59,28.39,90,1.037,70,1.25,0.5,21.11,5.53,60.04
20.82,1.063,1.015,44.99,28.39,60,1.046,68,1.33,1,19.44,6.31,60.1
37,1.055,1.009,27.62,30,60,1.068,75,3,0.35,21,6,50.08
37,1.046,1.007,5.03,28,60,1.061,72,3,1.5,12,5.08,35.17
21,1.08,1.016,4.94,28.5,90,1.059,70,2.6,1,20,8.4,64.22
39.75,1.049,1.008,8.78,47.32,60,1.041,70,1.2,0.35,12.78,5.46,21.44
45,1.064,1.013,16.24,53.5,60,1.054,75,2.4,0.75,19,6.72,21.27
22,1.058,1.011,3.46,28,60,1.046,83,3.4,0.75,18,6.26,36.39
22.71,1.056,1.009,3.81,29.37,60,1.044,85,1.25,0.75,18.33,6.16,10.82
21,1.06,1.011,8.47,28.4,60,1.044,63,3,0.35,18,6.44,57.57
18.93,1.113,1.033,50,28.39,120,1.075,63,1.5,1.25,19.44,10.43,113.48
41.64,1.078,1.019,21.54,51.1,80,1.064,72,1.35,1,18.89,7.77,25.31
23.09,1.054,1.013,10.51,28.39,60,1.044,75,1.3,0.75,18.33,5.44,37.51
100,1.049,1.013,5.91,120,60,1.041,75,3,0.35,19,4.72,31.19
20.8,1.053,1.014,8.88,24.6,60,1.045,70,2.9,0.75,17,5.13,16.41
14,1.044,1.01,11.7,21,60,1.03,45,3,0.75,27,4.51,37.37
21.5,1.071,1.013,10.7,28.5,70,1.054,73,2.7,0.75,16,7.71,55.52
20.82,1.085,1.016,16.44,28.39,60,1.062,75,1.25,0.75,17.22,9.01,114.66
20.82,1.043,1.009,3.98,28.39,60,1.032,72,1.5,0.75,20,4.58,27.7
1100,1.066,1.019,37.35,1150,60,1.052,66,2.8,0.75,20,6.16,24.1
19.87,1.062,1.015,4.22,27.44,60,1.045,70,1.25,0.75,20,6.2,23.5
24,1.052,1.009,5.97,33,60,1.038,75,4,0.35,18,5.7,21.22
22.71,1.066,1.008,5.17,30.28,60,1.049,74,1.45,1,18.89,7.51,88.84
22.33,1.075,1.013,32.19,23.47,15,1.071,65,1.5,1.5,8.89,8.14,32.05
24.61,1.074,1.01,20.46,26.5,60,1.069,80,1.25,1,20,8.38,11.36
21,1.084,1.014,5.28,24,90,1.063,80,3,1,22,9.25,71.19
22.71,1.058,1.01,5.99,26.97,60,1.049,75,1.3,0.75,18.89,6.25,67.68
160,1.056,1.009,5.72,300,60,1.03,70,3,1,21,6.05,11.39
41.64,1.061,1.019,5.04,47.32,60,1.053,70,2,0.35,-7.78,5.43,80.79
75.71,1.051,1.005,3.91,79.49,60,1.049,70,1.5,0.35,21.11,6.04,0
25,1.054,1.008,14.04,31,60,1.043,80,2.7,0.75,24,6.01,4.42
20,1.06,1.012,6.53,280,90,1.004,81,2.8,0.75,12,6.27,31.51
18.93,1.052,1.01,5.91,24.61,60,1.04,75,1.5,0.5,21.11,5.54,27.36
20.82,1.063,1.014,3.95,28.39,60,1.046,70,1.5,0.35,21.11,6.36,34.15
23,1.053,1.008,5.61,30,90,1.041,65,3,1.5,11,5.85,19.29
6.62,1.041,1.011,3.88,7.57,60,1.036,70,1.5,0.5,21.11,4.01,22.57
20.82,1.061,1.018,40,24.61,60,1.045,72,1.25,1,21.11,5.55,17.79
20.82,1.052,1.014,9.56,26.5,60,1.041,70,1.6,0.35,21.11,4.91,91.52
44,1.058,1.01,12.06,49,60,1.052,70,3.1,0.75,21,6.33,44.98
18.93,1.072,1.015,5.44,20.82,60,1.065,70,2,0.35,26.67,7.45,29.94
20.82,1.065,1.014,5.66,34.07,90,1.039,70,1.45,0.75,20,6.67,43.88
41.64,1.09,1.021,20.22,49.21,60,1.076,70,1.5,0.35,20,9.07,27.77
23,1.067,1.011,6.99,28.5,80,1.054,75,3,0.75,18,7.29,78.15
18.93,1.059,1.015,7.33,26.5,60,1.042,65,2.45,0.75,21.11,5.76,90.63
20.82,1.056,1.017,30.47,25.74,90,1.043,78,1.38,0.75,18.33,5.12,14.41
20.82,1.048,1.009,13.38,27.18,60,1.037,73,1.5,0.75,17.78,5.14,30.28
4.5,1.105,1.032,50,6,90,1.078,100,3,0.35,21,9.55,57.54
24.61,1.048,1.01,4.02,30.28,60,1.039,68,1.5,1.5,10,4.88,21.75
20.82,1.051,1.014,13.48,28.39,60,1.037,70,1.33,0.35,23.89,4.81,29.38
1000,1.048,1.012,10.57,1006,60,1.048,78,2.5,0.35,20,4.67,35.38
18.93,1.046,1.013,9.51,26.5,60,1.033,70,1.25,0.75,18.33,4.32,41.87
20.82,1.06,1.013,6.11,28.39,60,1.044,70,1,0.35,22.22,6.18,31.48
8,1.042,1.01,3.83,10.5,60,1.032,65,3,0.35,19,4.29,51.88
20.82,1.058,1.015,14.84,28.39,90,1.043,65,1.5,0.75,16.67,5.75,41.4
20,1.056,1.013,4.59,23,30,1.048,60,3,0.35,20,5.66,6.52
20.82,1.071,1.017,8.67,28.39,60,1.052,75,1.5,0.35,20,7.52,70.56
23,1.04,1.008,5.93,29,75,1.032,75,2.7,1,18,4.12,29.9
7.57,1.062,1.02,3.94,7.57,60,1.062,75,2,0.5,18.89,5.51,78.67
20.82,1.054,1.012,6.68,26.88,60,1.042,67,1.5,0.35,20,5.49,36.97
41.64,1.057,1.01,13.94,53,90,1.044,65,1.5,1.5,10,6.13,28.38
20.82,1.05,1.008,3.97,28.39,60,1.036,72,1.5,1.25,20,5.43,37.44
20,1.081,1.02,24.51,23.5,60,1.069,75,3.2,1,19,8.1,44.64
83.28,1.071,1.014,7.37,100.31,60,1.059,70,1.5,0.35,20,7.58,103.64
132.49,1.058,1.01,30.57,151.42,90,1.051,45,1.5,1.25,18.89,6.38,0
41.64,1.063,1.019,35.93,48.26,60,1.047,70,1.15,1,17.78,5.78,30.48
28,1.06,1.015,19.76,33,60,1.051,85,3,0.75,18,6.01,42.65
18.93,1.073,1.014,6.77,24.61,75,1.056,55,1.5,0.5,20,7.76,89.82
22.71,1.051,1.007,14.05,28.39,60,1.041,72,1.25,1,18.33,5.73,20.51
40,1.058,1.012,11.87,45,60,1.052,70,5,1.25,20,6.13,27.52
20.8,1.053,1.016,12.64,26.5,60,1.042,70,4,0.75,19,4.87,25.84
11,1.047,1.008,3.11,14,60,1.037,70,3,0.75,19,5.19,27.86
50,1.055,1.015,3.55,56,60,1.05,75,2.5,0.5,25,5.27,0
20,1.053,1.018,37.93,25,60,1.042,35,3,0.75,20,4.63,23.99
39.75,1.052,1.01,3.53,45.42,60,1.046,80,1.5,1,17.78,5.5,5
11.36,1.048,1.012,4.37,15.14,60,1.036,75,1.5,0.75,18.89,4.78,64.6
20.82,1.053,1.017,16.16,28.39,75,1.039,69,1.5,0.75,18.33,4.79,23.68
22.71,1.051,1.013,4.64,26.97,60,1.043,75,1.3,0.75,18.89,4.93,38.44
3.79,1.058,1.013,7.04,5.68,60,1.039,75,1,0.35,18.33,5.97,39.91
20.82,1.067,1.018,37.89,28.39,60,1.049,72,1.5,0.75,17.78,6.53,53.81
22.71,1.049,1.01,3.35,28.39,75,1.039,63,1.5,1.5,11.11,5.03,45.66
26,1.05,1.008,4.22,31,60,1.042,80,2.7,1.5,12,5.63,16.31
21,1.047,1.008,9.21,28.5,60,1.034,68,3,0.75,19,5.09,47
18.93,1.058,1.014,8.84,24.61,60,1.045,70,1.5,0.75,20,5.81,40.65
43,1.049,1.008,9.73,50,70,1.042,68,5,0.75,19,5.39,32.06
18.93,1.065,1.011,10.6,22.71,60,1.054,65,2,0.5,18.33,7,66.13
22.71,1.046,1.013,13.68,29.34,90,1.036,76,1.5,0.75,18.33,4.3,19
41.64,1.072,1.019,37.18,53,75,1.056,75,1.5,0.75,20,6.92,49.86
19,1.066,1.013,5.48,25,60,1.05,70,3,1.25,25,6.9,34.48
22,1.071,1.01,4.22,27,60,1.058,70,4,1.25,20,7.98,76.83
41.64,1.051,1.013,33.46,49.21,60,1.043,81,2,1.25,21.11,4.98,23.08
24,1.076,1.019,5.48,28.7,60,1.064,67,2.6,1.25,19,7.52,118.72
60,1.065,1.016,9.76,76,60,1.052,70,2.5,1,18,6.47,48.87
20.82,1.06,1.014,7.05,24.61,60,1.051,72,1.25,0.5,21.11,6.09,71.21
20.82,1.069,1.016,6.63,28.39,60,1.051,70,1.75,0.75,21.11,6.96,56.21
70,1.057,1.012,23.26,80,60,1.05,75,4,1,20,5.83,38.84
45,1.054,1.012,5.84,60.3,60,1.041,71,2.5,0.35,18,5.6,50.36
18.93,1.074,1.019,5.66,25.36,60,1.055,72,1.3,0.75,20.56,7.25,88.06
47.32,1.058,1.014,4.2,54.89,60,1.05,85,1.5,0.75,20,5.83,31.54
23,1.05,1.012,5.4,29,60,1.039,65,2.8,0.35,19,4.96,16.04
22.71,1.095,1.018,12.08,34.07,75,1.063,75,1.5,0.75,18.33,10,77.47
416.4,1.093,1.018,29.02,422.07,60,1.092,68,1.25,1.5,10,9.83,27.5
20.82,1.114,1.036,39.36,28.39,60,1.084,75,1.25,1.25,17.78,10.34,124.31
41.64,1.082,1.014,6.02,53,60,1.065,85,1.25,1,19.44,9.01,63.94
25,1.05,1.011,3.5,33,60,1.038,70,3,1.5,16,5.04,16.88
25,1.054,1.013,6.39,28,90,1.049,75,4.3,0.75,23,5.42,22.07
22.71,1.033,1.01,6.93,28.39,60,1.027,35,1.25,0.75,17.78,3.03,119.32
21,1.061,1.01,8.83,25,90,1.051,70,3,0.5,20,6.62,63.19
19,1.047,1.008,5.44,24,60,1.037,70,3,0.35,18,5.02,30.16
26.5,1.064,1.015,45.45,34.07,60,1.049,65,1.25,0.75,18.89,6.37,69.18
20,1.102,1.024,50,25,60,1.081,70,2,1.25,18,10.18,82.41
24,1.05,1.009,5.02,9,60,1.134,75,2.2,0.5,18,5.46,10.8
22.71,1.059,1.01,6.08,27.25,90,1.049,70,2,1.5,16.67,6.41,25.29
21,11.9088,2.78052,8.74,27,60,9.3,80.5,3.5,1,18.3,4.87,58.36
26,1.048,1.008,23.53,35,60,1.036,72,2.5,1.25,17,5.26,30.04
20,1.05,1.014,3.62,25,80,1.04,71,4.85,0.35,20,4.73,15.25
160,1.054,1.011,6.89,170,90,1.051,90,3,0.35,22,5.61,34.89
20.82,1.082,1.018,34.7,34.07,75,1.05,80,1.5,1.25,20,9.11,84.18
20.82,1.075,1.012,7.24,26.5,60,1.059,70,1.75,0.5,22.22,8.24,67.06
22.71,1.043,1.006,4.26,28.39,60,1.034,70,1.25,0.35,23.89,4.8,95.92
19.87,1.048,1.01,7.87,28.39,60,1.033,80,1.25,0.35,20,4.92,203.58
60,12.2235,2.40022,18.73,70,75,10.5,78,2,1,18,5.24,56.9
23,1.053,1.013,5.83,25,90,1.049,70,3.1,0.35,22,5.32,26.77
20.82,1.094,1.021,10.16,28.39,90,1.069,70,1.5,0.35,20.56,9.59,110.29
60.57,1.083,1.019,4.97,79.87,60,1.063,75,1.25,1,26.67,8.42,76.01
30,1.047,1.009,6.4,33,60,1.042,55,2.5,0.35,18,4.89,37.66
20.82,1.098,1.023,48.96,28.39,90,1.072,70,1.5,0.5,21.11,9.87,90.05
20.82,1.062,1.01,9.55,26.5,60,1.049,70,1.4,0.35,18.33,6.81,54.41
24.61,1.067,1.018,33.64,32.18,60,1.051,75,1.5,1,20,6.49,50.1
20.82,1.071,1.018,8.07,28.39,60,1.052,70,1.5,0.35,20,6.83,64.73
23.1,1.067,1.015,9.52,26.5,60,1.059,70,3.5,0.5,20,6.82,61.4
22.71,1.048,1.011,3.89,28.39,60,1.038,69,1.25,0.5,17.22,4.87,44.5
41.64,1.079,1.015,8.78,52.05,70,1.063,85,1.5,0.5,21.11,8.36,62.69
40,1.045,1.01,2.88,46,90,1.039,75,3,1,16,4.6,26.82
40,1.066,1.011,6.37,46,60,1.058,70,2.8,1.25,19,7.26,126.29
45.42,1.085,1.019,4.34,56.4,90,1.059,85,1.5,1,18.33,8.66,42.23
20,1.057,1.021,37,28.8,90,1.04,60,3,0.75,20,4.69,32.19
9.46,1.092,1.009,38.73,15.14,90,1.058,65,1.5,2,25.56,10.95,32.8
215,1.07,1.015,24.97,235,90,1.064,70,2,1.25,18,7.25,50.22
20.82,1.061,1.014,4.93,28.39,60,1.044,75,1.25,0.5,17.78,6.15,39.08
22,1.046,1.009,5.62,30,90,1.033,62,3.5,0.75,21,4.75,98
20.82,1.061,1.014,16.04,28.39,60,1.045,72,1.5,1.25,16.67,6.11,43.14
20.82,1.065,1.012,9.62,28.39,90,1.047,70,1.5,0.5,23.33,6.88,55.71
21,1.06,1.011,8.31,28.5,60,1.044,60,3,0.5,18,6.47,60.76
18.93,1.048,1.008,7.42,22.71,60,1.04,75,1.5,1.5,20,5.28,43.49
20.82,1.056,1.017,13.84,28.39,60,1.041,70,1.5,0.35,20,5.07,55.05
20.82,1.052,1.015,20.02,28.39,60,1.038,70,1.5,0.35,18.33,4.81,22.29
4.73,1.033,1.005,3.81,6.62,60,1.024,35,1,0.75,22.22,3.74,16.38
20.82,1.057,1.011,6.18,28.39,60,1.042,70,1.5,0.35,17.78,6,63.68
20.82,1.094,1.022,6.71,28.39,60,1.069,70,1.5,0.35,-7.22,9.42,57.62
22.71,1.037,1.009,17.62,28.39,90,1.03,35,1.5,0.5,15.56,3.69,102.11
20.06,1.065,1.016,4.65,26.5,60,1.049,70,1.3,1,20,6.38,36.1
23,1.045,1.013,14.09,29,90,1.036,70,2.5,0.75,20,4.32,37.88
56,1.037,1.007,7.92,85,60,1.025,48,4.6,0.75,20,3.93,74.16
20.82,1.095,1.029,40.09,28.39,60,1.07,70,1.5,0.5,26.67,8.73,16.39
19.87,15.3889,3.50233,4.98,24.61,60,12.6,70,1.33,0.35,20,6.44,96.96
20.82,1.073,1.023,8,24.61,60,1.062,70,1.5,1,18.89,6.58,81.1
20.82,1.067,1.012,16.96,26.5,60,1.052,70,1.5,0.5,18.33,7.21,55.65
41.64,1.064,1.014,5.67,47.32,60,1.056,70,1.5,0.5,20,6.64,93.16
18.93,1.069,1.015,11.13,24.61,90,1.053,70,1.3,1,20,7.08,39.41
45.42,1.055,1.008,11.34,56.78,60,1.044,75,2,0.5,12.78,6.15,27.66
22.71,1.05,1.012,15.71,28.39,60,1.04,80,1.5,0.5,19.44,4.97,25.98
25,1.054,1.01,8.03,29.3,70,1.046,79,3.32,1,17,5.85,38.7
23,1.045,1.008,3.13,28.5,60,1.037,75,3.47,0.35,19,4.91,36.34
18.93,1.068,1.015,4.65,24.61,60,1.046,65,1.5,1,18.89,6.95,34.63
37.85,1.062,1.013,27.85,51.1,90,1.046,76,1.3,1,21.11,6.48,37.74
20.82,1.045,1.01,3.77,37.51,90,1.025,66,1.5,0.75,15.56,4.6,29.67
20.82,1.059,1.015,4,28.39,60,1.043,70,1.5,0.75,19.44,5.75,93.88
1760.22,1.063,1.018,3.89,1877.56,75,1.059,78,1,1,-17.78,6.01,39.7
17,1.069,1.025,50,24,60,1.049,60,3,1,18,5.75,57.97
25,1.052,1.009,2.93,30,90,1.043,82,3,1.75,10,5.6,33.82
50,1.052,1.009,4.24,55,60,1.048,75,3,0.75,19,5.69,41.79
22.71,1.052,1.014,22.33,30.28,60,1.039,65,1.5,0.35,22.22,5,14.43
20.82,1.064,1.018,42.62,28.39,60,1.047,75,1.5,0.5,20,5.98,64.44
26,1.057,1.013,25.64,29,70,1.051,80,3.57,0.75,18,5.77,50.18
12,1.06,1.013,8.19,17,75,1.038,63,3.5,0.35,18,6.16,63.92
20.82,1.06,1.011,3.87,27.44,60,1.045,76,1.5,0.75,20,6.46,64.07
681.37,1.064,1.015,7.95,698.41,90,1.063,75,1.5,1.5,10,6.45,22.17
19.5,1.061,1.008,8.34,26,90,1.046,75,6,1,26,6.97,0
20.82,1.058,1.014,21.61,28.39,60,1.043,70,1.5,0.35,20,5.77,36.99
20.82,1.053,1.013,13.23,23.85,60,1.046,70,1.5,0.35,20,5.3,37.08
20.82,1.067,1.02,9.16,28.39,60,1.049,70,1.5,1.5,21.11,6.12,24.74
20.82,1.062,1.013,5.69,24.61,60,1.052,85,1.5,0.75,20,6.41,41.82
41.64,1.081,1.02,8.09,47.32,60,1.071,75,1.5,1.25,20,7.96,30.18
25,1.063,1.016,36.86,29,60,1.054,75,3,0.75,20,6.11,21.56
40,1.075,1.013,9.64,30,60,1.1,75,3,1,18,8.07,69.9
23,1.067,1.013,10.74,30,60,1.052,80,4.35,1,19,7.19,66.89
20.82,1.067,1.012,11.9,31.42,90,1.044,68,1.5,0.75,21.11,7.2,25.93
1000,1.048,1.009,4.64,1100,60,1.044,85,3,0.75,21,5.09,33.3
28,1.05,1.011,12.46,32,60,1.044,70,2.5,1.5,14,5.16,34.59
17.03,1.107,1.023,20.07,28.39,75,1.064,65,1.5,1,64.44,11.02,137.42
17.03,1.106,1.029,8.82,24.61,60,1.073,75,3,1,16.11,10.16,158.08
20.82,1.063,1.02,9.56,24.61,60,1.053,85,1.5,0.75,18.89,5.59,46.43
20.82,1.038,1.009,11.53,24.61,60,1.032,65,1.5,0.35,17.78,3.79,26.75
20,1.043,1.013,11.71,28,60,1.031,68,1.5,0.35,19,4.01,37.47
22.71,1.099,1.024,36.02,26.5,60,1.085,65,1.5,1.25,21.11,9.74,94.67
35,1.048,1.009,5.25,40,60,1.042,75,2,1,18,5,39.9
20.82,1.048,1.012,4.35,24.61,60,1.041,70,1.5,0.75,20.56,4.74,18.89
3.79,1.063,1.013,4.11,4.54,60,1.053,70,1.5,0.35,20.56,6.83,50.47
20.82,1.032,1.007,3.87,28.39,60,1.024,72,1.5,1.75,11.11,3.31,20.11
37.85,1.057,1.012,4.28,45.42,60,1.048,80,1.5,0.5,22.22,5.91,57.19
25,12.1848,3.14083,3.28,25,90,12.2,65,4,1.75,8,4.84,0
20.82,1.061,1.012,6.57,28.39,60,1.045,75,1.5,1,18.33,6.47,61.59
18,1.057,1.013,4.12,26,90,1.04,82,3.1,1.5,11,5.78,36.26
9.46,1.059,1.011,6.5,14.2,60,1.039,65,1.5,0.35,22.22,6.28,53.39
20.82,1.051,1.009,44.49,20.82,60,1.051,70,1.5,2,19.44,5.52,31.35
20.82,1.055,1.013,3.64,28.39,75,1.041,75,1.5,0.35,22,5.54,11.75
10.22,1.075,1.013,7.85,15.52,60,1.05,48,1.3,1,19.44,8.12,146.78
24,1.069,1.019,4.41,28,60,1.059,75,3.1,1.25,25,6.5,47.58
18.93,1.062,1.016,4.29,28.39,75,1.041,72,1,1.5,11.11,6.02,40.51
20,1.072,1.008,4.53,30,60,1.048,70,4,0.75,20,8.39,30.52
20,1.048,1.012,10.79,28.5,60,1.033,74,3,0.35,19,4.69,31.94
